时段,部门,成交单量,成交金额
40,SS,2711,480068.86
40,SS,1383,29046.47
40,SS,1256,4822.34
40,SS,2566,196569.79
40,SS,1480,439982.4
40,SS,1315,190464.85
40,SS,2161,1135201.22
40,SS,2253,276223.17
40,SS,1416,65403.56
40,SS,1789,140802.12
40,SS,2862,533319.97
40,SS,1884,411166.31
40,SS,4968,858354.74
40,SS,1474,96270.93
40,SS,7944,1913438.89
40,SS,1386,158993.51
40,SS,1378,100481.54
40,SS,1354,91566.35
40,SS,1545,93923
40,SS,1496,68179.68
40,SS,1589,132770.79
40,SS,1389,31165.23
40,SS,1474,168319.88
40,MM,2147,222421.36
40,MM,3478,433575.06
40,MM,5670,940864.59
40,MM,2906,222994.6
40,MM,2054,66656.82
40,MM,3492,243729.02
40,MM,2577,202403.9
40,MM,6386,1682470.82
41,GG,1520,356336
41,GG,1235,1272
41,GG,1287,14834.77
41,GG,1672,98707.67
41,GG,1326,58028
41,JJ,1438,3095531.34
41,JJ,1847,1115846.32
41,JJ,1487,863450.5
41,JJ,1257,22251
41,JJ,1564,644098.7
41,JJ,4491,248823.25
41,JJ,4605,434235.55
41,JJ,4758,178499.11
41,JJ,4153,494753.98
41,JJ,2084,111957.26
41,JJ,2005,48896.83
41,JJ,1245,6029.21
41,JJ,3753,1968981.95
41,JJ,1539,527963.88
41,JJ,2604,525942.25
41,JJ,2269,187356.36
41,JJ,2062,431982.45
41,JJ,1450,58108.36
41,SS,1986,146621.15
41,SS,2272,137032.4
41,SS,2714,237972.13
41,SS,2610,340802.59
41,SS,1271,11883.25
41,SS,1236,1873.2
41,SS,1621,69057.39
41,SS,2345,168569.45
41,SS,1367,48341.71
41,SS,1235,2087.1
41,SS,7281,2873624.83
41,SS,1505,110202.7
41,SS,2506,168198.96
41,SS,1729,288853.1
41,SS,2863,332687.56
41,SS,2727,376704.76
41,SS,1962,667639.25
41,SS,1588,533928.71
41,SS,1621,453222.64
41,SS,1484,1120540.8
41,SS,1474,42727.64
41,SS,2224,143501.19
41,SS,2086,109922.33
41,SS,2427,246364.35
41,SS,1890,90072.01
41,SS,2686,335510.93
41,SS,4131,444772.08
41,SS,3502,385872
41,MM,3950,523396.95
41,MM,3094,236087.39
41,MM,9721,1196811.74
41,MM,1602,28310.01
41,MM,1235,1374
42,GG,1339,97503.55
42,GG,1275,60233.52
42,GG,1292,107973.6
42,GG,1295,154418.05
42,GG,1392,169792
42,GG,1235,1267.82
42,GG,1486,261159.27
42,JJ,1365,185994.2
42,JJ,2717,612217.92
42,JJ,2193,618829.99
42,JJ,1248,185431.12
42,JJ,3574,313492.04
42,JJ,3542,239453.6
42,JJ,3007,300545.21
42,JJ,4096,314933.08
42,JJ,4513,203418.84
42,JJ,2904,401783.82
42,JJ,2845,348695.31
42,JJ,2391,654506.28
42,JJ,3102,1070008.35
42,JJ,3076,478285.59
42,JJ,1636,309226.14
42,SS,1279,9536.6
42,SS,3545,321214.24
42,SS,3868,507183.05
42,SS,2613,222962.15
42,SS,5032,332311.88
42,SS,2066,93551.8
42,SS,2332,368858.29
42,SS,2770,297559.44
42,SS,1368,22854.79
42,SS,1260,6964.24
42,SS,2698,230187.41
42,SS,1508,301855.17
42,SS,1318,193141.86
42,SS,2084,1194505.9
42,SS,2262,293270.47
42,SS,1388,62213.14
42,SS,1856,170942.89
42,SS,3275,596975.69
42,SS,2178,610249.94
42,SS,6025,979174.31
42,SS,1448,97879.6
42,SS,8306,2111639.75
42,SS,1394,210768
42,SS,1401,121784.89
42,SS,1380,112373.48
42,SS,1235,1193
42,SS,1562,84139.95
42,SS,1542,152370.8
42,SS,1808,225034.38
42,SS,1438,35736.3
42,SS,1524,203976.95
42,MM,2761,331421.99
42,MM,3951,534659.85
42,MM,5391,1502107.07
42,MM,3327,288693.55
42,MM,2131,103857.62
42,MM,4316,402282.01
42,MM,2556,174269.24
42,MM,5865,1576960.44
43,GG,1312,150201.2
43,GG,1236,1570
43,GG,1305,23177.81
43,GG,1703,103374.75
43,GG,1332,52043
43,JJ,1506,2580767.9
43,JJ,1824,1193507.95
43,JJ,1450,666581.73
43,JJ,1256,82263
43,JJ,1529,639410.82
43,JJ,4903,243168.73
43,JJ,5161,456426.08
43,JJ,5233,197250.63
43,JJ,4638,536577.7
43,JJ,2188,127894.84
43,JJ,2125,50363.24
43,JJ,1252,6106.69
43,JJ,3767,2336817.08
43,JJ,1479,443643.85
43,JJ,2800,739392.31
43,JJ,2155,139988.59
43,JJ,2113,535500.39
43,JJ,1487,68096.51
43,SS,2126,190498.73
43,SS,2338,1412373.87
43,SS,2782,386475.89
43,SS,2617,753053.35
43,SS,1286,24017.75
43,SS,1237,1531.2
43,SS,1646,86926.14
43,SS,2398,178417.91
43,SS,1358,46212.78
43,SS,1236,3415
43,SS,7491,1755585.38
43,SS,1634,90863.05
43,SS,2620,188829.9
43,SS,1608,159697.51
43,SS,3040,347583.36
43,SS,2785,371314.99
43,SS,2018,827572.38
43,SS,1617,243660.68
43,SS,1527,361089
43,SS,1341,453886
43,SS,1482,33209.73
43,SS,1925,205480.69
43,SS,2356,131641.32
43,SS,3138,286354.96
43,SS,1957,91517.28
43,SS,2837,407059.51
43,SS,4211,326019.39
43,SS,3203,315257.08
43,MM,4018,463580.14
43,MM,4041,548595.53
43,MM,34815,2239326.06
43,MM,1680,34743.05
44,GG,1370,211510.72
44,GG,1279,63737.28
44,GG,1296,120856
44,GG,1311,205332.3
44,GG,1391,150991.4
44,GG,1494,282735.38
44,JJ,1369,72249.07
44,JJ,3118,551612.26
44,JJ,2266,517870.47
44,JJ,1265,28459.6
44,JJ,3912,469986.45
44,JJ,3785,318828.58
44,JJ,3080,344425.79
44,JJ,4221,303310.96
44,JJ,4834,205056.26
44,JJ,3083,350401.93
44,JJ,2710,283534.51
44,JJ,2659,952309.73
44,JJ,3311,1237836.11
44,JJ,3325,517252.59
44,JJ,1587,413052.57
44,SS,1287,10073.1
44,SS,3630,936924.7
44,SS,4247,1251200.24
44,SS,2705,271260.31
44,SS,6015,550781.97
44,SS,2169,105295.37
44,SS,2472,738270.36
44,SS,2830,297017.67
44,SS,1385,28452.1
44,SS,1269,8457.01
44,SS,2633,187086.77
44,SS,1534,328729.78
44,SS,1327,230841.65
44,SS,2322,772834.1
44,SS,2338,316463.04
44,SS,1399,65751.13
44,SS,1945,137565.3
44,SS,3258,576708.77
44,SS,1982,649128.79
44,SS,6331,1073296.26
44,SS,1235,1473.4
44,SS,1477,88425.62
44,SS,9178,2322254.72
44,SS,1435,238611.7
44,SS,1433,124473.77
44,SS,1374,182031.8
44,SS,1614,90537.05
44,SS,1579,88183.71
44,SS,1846,280648.8
44,SS,1235,1653
44,SS,1435,33012.85
44,SS,1516,186014.19
44,MM,3076,360725.49
44,MM,4845,693606.72
44,MM,5924,941492.61
44,MM,4094,368249.14
44,MM,2646,84901.88
44,MM,4874,512164.88
44,MM,3081,256707.4
44,MM,6215,1674101.13
45,GG,1365,212247.2
45,GG,1319,24209.92
45,GG,1831,134948.84
45,GG,1341,62451
45,JJ,1489,2866957.64
45,JJ,1821,1487678.98
45,JJ,1544,1367227.08
45,JJ,1266,44554.75
45,JJ,1601,852870.26
45,JJ,5352,356241.84
45,JJ,5470,470355.78
45,JJ,6601,263761.65
45,JJ,5378,694350.21
45,JJ,2360,158713.77
45,JJ,2355,64707.56
45,JJ,1240,2936.4
45,JJ,4481,2704688.94
45,JJ,1451,402532.02
45,JJ,3418,1224041.2
45,JJ,2304,209949.71
45,JJ,2377,613238.14
45,JJ,1564,75470.39
45,SS,2161,142560.12
45,SS,2504,601394.26
45,SS,2870,359229.87
45,SS,3287,425684.7
45,SS,1283,21458
45,SS,1235,1402
45,SS,1723,103675.77
45,SS,2481,185471.25
45,SS,1405,59621.5
45,SS,1235,2657
45,SS,7732,1436528.68
45,SS,1671,101105.25
45,SS,2875,218397.1
45,SS,1716,334180.3
45,SS,3423,487769
45,SS,2913,443493.25
45,SS,2031,707250.35
45,SS,1587,233154.31
45,SS,1740,562348.36
45,SS,1544,1367188.7
45,SS,1475,35119.43
45,SS,1747,108569.82
45,SS,2273,249179.91
45,SS,2889,322347.27
45,SS,2051,114659.62
45,SS,2749,376927.47
45,SS,4627,539661.87
45,SS,3281,311454.22
45,MM,4421,469636.07
45,MM,4011,383259.9
45,MM,12584,2333199
45,MM,1759,38445.2
46,OTHER,1235,1353
46,GG,1372,222040.6
46,GG,1295,81785.68
46,GG,1290,112239.9
46,GG,1305,172621
46,GG,1442,220394.3
46,GG,1237,1428.2
46,GG,1521,277902.73
46,JJ,1348,105815.42
46,JJ,2874,577676.36
46,JJ,2497,672411.48
46,JJ,1266,39673.14
46,JJ,4024,418692.28
46,JJ,4636,270540.6
46,JJ,3182,349550.91
46,JJ,4357,276057.9
46,JJ,6223,278367.55
46,JJ,2986,284832.26
46,JJ,2716,391347.22
46,JJ,1235,1414
46,JJ,2622,2321098.3
46,JJ,3628,1344216.52
46,JJ,3734,774476.42
46,JJ,1566,166592.5
46,SS,1291,14034.7
46,SS,3656,1159798.61
46,SS,4002,218213.48
46,SS,2835,346915.75
46,SS,6931,609670.51
46,SS,2362,130976.09
46,SS,2444,536655.33
46,SS,2751,237931.39
46,SS,1419,29007.83
46,SS,1285,9376.74
46,SS,2619,184890.38
46,SS,1480,731096.64
46,SS,1334,138646.01
46,SS,2365,870882.53
46,SS,2369,306702.46
46,SS,1400,76161.96
46,SS,1965,154393.84
46,SS,3409,844233.12
46,SS,2031,862278.04
46,SS,6780,2060429.13
46,SS,1239,4033.35
46,SS,1524,105851.2
46,SS,9466,2852099.63
46,SS,1402,183752.4
46,SS,1389,82438.31
46,SS,1396,124014
46,SS,1635,105468.1
46,SS,1578,87403.71
46,SS,1758,497880.89
46,SS,1454,37735.22
46,SS,1536,201900.52
46,MM,3236,434601.8
46,MM,5628,828965.07
46,MM,6638,1041035.92
46,MM,4098,361336.9
46,MM,2187,69053.73
46,MM,4927,424428.05
46,MM,3439,285063.85
46,MM,7667,2221395.92
47,OTHER,1235,1333.9
47,GG,1235,3114
47,GG,1368,197919.6
47,GG,1311,23572.48
47,GG,1780,119066.41
47,GG,1344,59678
47,JJ,1423,2555155.69
47,JJ,1717,1204290.46
47,JJ,1466,743726.2
47,JJ,1266,18450
47,JJ,1558,1000920.01
47,JJ,4869,262687.56
47,JJ,4926,422819.58
47,JJ,6186,238779.66
47,JJ,5054,560218.89
47,JJ,2171,127450.7
47,JJ,2077,44238.67
47,JJ,1244,2562.9
47,JJ,3772,2183375.68
47,JJ,1389,296839.27
47,JJ,2786,916277.16
47,JJ,2087,128100.28
47,JJ,2293,1578020.34
47,JJ,1467,81621.42
47,SS,2133,287939.67
47,SS,2060,76861.1
47,SS,2547,262590.46
47,SS,2953,397039.65
47,SS,1315,21036.01
47,SS,1237,1755.2
47,SS,1648,87908.52
47,SS,2286,140053.38
47,SS,1377,45814.26
47,SS,1235,2087
47,SS,6407,1224257.28
47,SS,1572,78972.01
47,SS,2595,188660.29
47,SS,1573,136415.95
47,SS,3126,363686.69
47,SS,2736,405883.68
47,SS,1841,577041.75
47,SS,1525,385205.7
47,SS,1588,409786.09
47,SS,1372,867669.3
47,SS,1372,23092.8
47,SS,1853,113927.89
47,SS,2046,115473.68
47,SS,2544,274681.33
47,SS,1949,104897.72
47,SS,2710,344244.62
47,SS,3808,305421.43
47,SS,2829,257545.23
47,MM,4343,487574.59
47,MM,3765,338414.75
47,MM,9209,1304521.76
47,MM,1754,38758.12
48,OTHER,1236,1462
48,GG,1344,104454.06
48,GG,1320,115946.92
48,GG,1317,156781.4
48,GG,1299,156388.5
48,GG,1437,239887.4
48,GG,1235,1284.08
48,GG,1546,279419.77
48,JJ,1312,36021.14
48,JJ,2513,480738.58
48,JJ,2326,634921.3
48,JJ,1239,2414
48,JJ,3310,346583.8
48,JJ,3273,214466.57
48,JJ,2850,354077.3
48,JJ,3220,220432.04
48,JJ,4984,202170.91
48,JJ,2501,194327.91
48,JJ,2253,288366.32
48,JJ,1235,1725.4
48,JJ,2537,630273.33
48,JJ,3414,1606631.77
48,JJ,3251,1088177.99
48,JJ,1470,596489.36
48,SS,1265,8075.6
48,SS,2941,1150774.88
48,SS,3339,173774.12
48,SS,2672,297814.19
48,SS,5448,362413.67
48,SS,2044,98451.03
48,SS,2165,454757.66
48,SS,2225,219366.72
48,SS,1340,17681.32
48,SS,1258,4840.51
48,SS,2430,231287.45
48,SS,1467,493484.58
48,SS,1310,111360.8
48,SS,2387,560851.2
48,SS,2422,353047.05
48,SS,1404,75774.3
48,SS,1847,106279.56
48,SS,3017,611166.14
48,SS,1833,486333.93
48,SS,6095,1562513.86
48,SS,1238,2128
48,SS,1462,116576.18
48,SS,9314,3137127.53
48,SS,1435,332565.5
48,SS,1338,234856.06
48,SS,1353,92478.7
48,SS,1454,71977.1
48,SS,1506,83003.19
48,SS,1661,469753.54
48,SS,1404,28980.71
48,SS,1554,207071.26
48,MM,2672,338134.86
48,MM,5999,912013.72
48,MM,6209,938507.03
48,MM,3611,300647.53
48,MM,1859,49194.89
48,MM,5083,458005.19
48,MM,3334,302098.3
48,MM,7213,1939807.62
