时段,部门,成交单量,成交金额
19,SS,2419,440468.86
19,SS,2437,338107.03
19,SS,1486,127546.07
19,SS,1876,130102.42
19,SS,3846,1435454.13
19,SS,2103,640673.35
19,SS,6832,1712715.5
19,SS,1236,2386.61
19,SS,1525,141669.82
19,SS,9586,2776301.8
19,SS,1487,326375.7
19,SS,1355,208493.56
19,SS,1524,249288.2
19,SS,1594,241614.7
19,SS,1683,138010.67
19,SS,1784,156585.79
19,SS,1610,83630.86
19,SS,1841,464390.49
19,MM,2013,170919.76
19,MM,5571,939629.79
19,MM,8631,1794949.07
19,MM,4014,418171.03
19,MM,2021,74106.86
19,MM,4732,383044.11
19,MM,3343,311715.36
19,MM,10689,3382634.63
20,GG,1332,210368.7
20,GG,1246,1690
20,GG,1309,25826.37
20,GG,1803,135341.1
20,GG,1340,57005
20,JJ,1427,1407480.64
20,JJ,1929,1181191.38
20,JJ,1757,1594348.28
20,JJ,1327,261190.4
20,JJ,1614,957953.07
20,JJ,5163,335200.23
20,JJ,5481,600045.91
20,JJ,6027,326575
20,JJ,5133,1733364.87
20,JJ,2339,139216.35
20,JJ,2251,64369.49
20,JJ,1252,3931.9
20,JJ,3952,2078666.62
20,JJ,1494,363384.82
20,JJ,2706,611957.95
20,JJ,2822,542621.81
20,JJ,2250,618943.06
20,JJ,1477,55702.81
20,SS,2237,130633.67
20,SS,2180,148612.66
20,SS,2604,319039.91
20,SS,2810,454507.12
20,SS,1262,11589.6
20,SS,1236,1515.2
20,SS,1726,88756.07
20,SS,2171,163276.38
20,SS,1415,70696.95
20,SS,1235,2702.04
20,SS,6758,979329.08
20,SS,1571,82048.58
20,SS,3035,379734.16
20,SS,1663,307139.31
20,SS,3569,845555.7
20,SS,3397,565904.81
20,SS,2075,854097.44
20,SS,1578,317059.91
20,SS,1688,547209.3
20,SS,1376,882478.8
20,SS,1382,31945.96
20,SS,1718,200847.57
20,SS,2016,124680.79
20,SS,2931,469103.46
20,SS,2039,150892.14
20,SS,2428,322203.37
20,SS,4068,447989.28
20,SS,2535,187334.98
20,MM,4718,647658.55
20,MM,3717,469467.18
20,MM,9906,1451942.06
20,MM,1635,32414.5
21,GG,1419,240060.5
21,GG,1317,124756.02
21,GG,1289,194916.5
21,GG,1334,203172.6
21,GG,1498,287328.5
21,GG,1235,1422.18
21,GG,1895,619358.65
21,JJ,1585,215028.13
21,JJ,3241,769900.08
21,JJ,2947,1337396.25
21,JJ,1296,225675.8
21,JJ,4504,594144.77
21,JJ,4165,494181.36
21,JJ,3316,617836.47
21,JJ,4240,401919.56
21,JJ,5035,255100.68
21,JJ,3399,329063.85
21,JJ,3344,711460.09
21,JJ,1237,1364
21,JJ,3511,1061109.95
21,JJ,4530,2789696.38
21,JJ,3540,671336.98
21,JJ,1740,852669.69
21,SS,1276,9430.9
21,SS,4157,213575.51
21,SS,3852,267849.42
21,SS,3195,483272.9
21,SS,5365,335093.13
21,SS,2133,107636.69
21,SS,2545,487166.39
21,SS,3014,275806.78
21,SS,1380,30454.09
21,SS,1260,7897.64
21,SS,3018,303195.99
21,SS,1934,2486104.23
21,SS,1373,230699.46
21,SS,2810,692764.92
21,SS,3108,542685.18
21,SS,1495,180851.67
21,SS,2039,175598.75
21,SS,3988,1329100.1
21,SS,2157,670189.31
21,SS,8105,1885805.28
21,SS,1236,1672.8
21,SS,1545,200268.41
21,SS,10506,3640236.59
21,SS,1517,437843.7
21,SS,1379,156247.62
21,SS,1490,208833.1
21,SS,1621,274963.5
21,SS,1701,152605.04
21,SS,1915,212088.65
21,SS,1547,63203.34
21,SS,1815,462210.64
21,MM,4836,830575.52
21,MM,6629,1139970.36
21,MM,8966,2292518.5
21,MM,4132,438317.44
21,MM,2173,91070.01
21,MM,4885,421455.51
21,MM,3410,339381.25
21,MM,10888,3582561.28
22,OTHER,1235,1333.9
22,GG,1235,4764
22,GG,1319,161174.3
22,GG,1244,1614
22,GG,1339,34927.15
22,GG,1872,149105.58
22,GG,1350,69093
22,JJ,1510,2705588.88
22,JJ,2073,1262546.71
22,JJ,1705,1613540.21
22,JJ,1313,122441.75
22,JJ,1763,1021585.97
22,JJ,5575,399923.54
22,JJ,5671,714926.52
22,JJ,6272,941419.83
22,JJ,4854,847897.01
22,JJ,2336,149138.67
22,JJ,2374,72341.08
22,JJ,1246,4883.6
22,JJ,4249,2258844.78
22,JJ,1640,903638.99
22,JJ,2742,628519.25
22,JJ,2835,489945.45
22,JJ,2301,598536.72
22,JJ,1531,76081.08
22,SS,2072,116109.3
22,SS,2568,143755.49
22,SS,2937,364761.76
22,SS,3114,476529.53
22,SS,1271,14415.68
22,SS,1237,1644.6
22,SS,1660,97254.25
22,SS,2472,213105.93
22,SS,1410,61304.99
22,SS,8461,1829586.24
22,SS,1550,79754.79
22,SS,2934,307106.33
22,SS,1680,271189.22
22,SS,3382,601121.73
22,SS,3180,503476.12
22,SS,2133,822019.62
22,SS,1617,195930.98
22,SS,1637,490461.56
22,SS,1386,912424.9
22,SS,1453,44393.12
22,SS,1761,141751.55
22,SS,2088,146313.21
22,SS,2766,477164.77
22,SS,1962,138825.9
22,SS,2390,456718.83
22,SS,4104,491178.3
22,SS,2369,181761.45
22,MM,4361,523708.24
22,MM,3480,345136.7
22,MM,10583,1556887.93
22,MM,1607,30613.16
23,OTHER,1235,1353
23,GG,1365,115484.7
23,GG,1312,107908
23,GG,1268,88490.4
23,GG,1311,194325
23,GG,1450,269850.2
23,GG,1235,1267.82
23,GG,1547,346765.43
23,JJ,1630,1038743.12
23,JJ,3100,677183.86
23,JJ,2272,616654.68
23,JJ,1287,198086.46
23,JJ,3883,464753.59
23,JJ,4110,422579.1
23,JJ,3235,459481.29
23,JJ,4192,365875.27
23,JJ,4310,213333.3
23,JJ,3336,319714.36
23,JJ,3211,520898.36
23,JJ,1235,1254
23,JJ,2861,537910.98
23,JJ,3269,1572361.24
23,JJ,2792,456296.25
23,JJ,1742,2471563.92
23,SS,1273,9550
23,SS,3492,295530.46
23,SS,3605,273809.59
23,SS,2803,284600.89
23,SS,4465,254836.39
23,SS,2000,97381.98
23,SS,2657,400783.1
23,SS,2931,286625.61
23,SS,1348,19681.84
23,SS,1267,8789.49
23,SS,2891,260412.14
23,SS,1734,3660302.99
23,SS,1355,351920.45
23,SS,2350,483900.17
23,SS,2534,349255.97
23,SS,1405,100263.92
23,SS,1851,121484.81
23,SS,3603,1028741.96
23,SS,1994,781620.66
23,SS,6116,1261386.62
23,SS,1235,1533.3
23,SS,1456,103939.9
23,SS,8741,2735348.32
23,SS,1436,311709.09
23,SS,1386,110811.58
23,SS,1395,131266.81
23,SS,1541,164709.01
23,SS,1640,113941.07
23,SS,1761,181036.81
23,SS,1458,44837.64
23,SS,1562,240148.41
23,MM,2743,370945.95
23,MM,5241,786666.25
23,MM,6205,1450952.69
23,MM,3556,337229.23
23,MM,2408,97601.05
23,MM,4058,346413.51
23,MM,2848,221151.1
23,MM,7283,2158853.54
24,GG,1326,182535.98
24,GG,1242,1648
24,GG,1315,51548.37
24,GG,1677,102673.26
24,GG,1325,58517
24,JJ,1511,1382582.24
24,JJ,2180,1181313.54
24,JJ,1524,1079151.38
24,JJ,1307,154961.63
24,JJ,1666,695678.83
24,JJ,4660,301778.93
24,JJ,4314,513574.61
24,JJ,4916,286803.59
24,JJ,4141,608361.22
24,JJ,2044,104739.85
24,JJ,1985,54964.55
24,JJ,1245,3941.3
24,JJ,3616,2121831.71
24,JJ,1556,802387.74
24,JJ,2633,649693.58
24,JJ,2503,448796.24
24,JJ,1999,476696.68
24,JJ,1489,63230.43
24,SS,1942,166585.17
24,SS,2392,1182915.35
24,SS,2675,268432.44
24,SS,2712,397700.6
24,SS,1287,14550.65
24,SS,1239,2270.8
24,SS,1565,75197.16
24,SS,2257,244834.82
24,SS,1236,4408
24,SS,1359,45170.61
24,SS,8385,2240288.5
24,SS,1504,62211.67
24,SS,2523,266325.36
24,SS,1547,269928.01
24,SS,2763,401115.92
24,SS,2869,580619.1
24,SS,2021,647674.84
24,SS,1747,276426.16
24,SS,1507,337765.52
24,SS,1345,623832.4
24,SS,1370,23107.88
24,SS,1613,95220.1
24,SS,2015,139457.85
24,SS,2355,378945.67
24,SS,1777,102843.17
24,SS,2256,357101.45
24,SS,3936,397683.43
24,SS,2257,164884.79
24,MM,3532,398670.77
24,MM,3015,259894.16
24,MM,9623,1267977.46
24,MM,1583,29640.55
25,OTHER,1235,1353
25,GG,1362,212684.04
25,GG,1278,57927.64
25,GG,1262,63728
25,GG,1299,156519.3
25,GG,1444,229651.75
25,GG,1236,1301.64
25,GG,1554,356093.67
25,JJ,1540,915251.77
25,JJ,2856,551105.54
25,JJ,2297,619160.8
25,JJ,1260,92601.21
25,JJ,3573,370650.65
25,JJ,3594,398497.84
25,JJ,2927,1152969.88
25,JJ,3751,287874.07
25,JJ,3409,146094.46
25,JJ,2936,334345.07
25,JJ,2872,406650.7
25,JJ,1236,1322
25,JJ,2418,415428.77
25,JJ,2689,1049057.48
25,JJ,2398,332457.67
25,JJ,1630,1322785.77
25,SS,1262,6566.6
25,SS,3121,320372.84
25,SS,3486,366337.64
25,SS,2518,243666.05
25,SS,3775,198238.57
25,SS,1768,65515.92
25,SS,2481,275744.58
25,SS,2604,224124.46
25,SS,1312,12213.4
25,SS,1255,5999.72
25,SS,2716,229740.54
25,SS,1737,4011055.66
25,SS,1340,300444.76
25,SS,2114,398080.87
25,SS,2324,322625.03
25,SS,1399,73257.62
25,SS,1745,100636.14
25,SS,3370,963620.78
25,SS,1864,370609.87
25,SS,5470,1108917.9
25,SS,1235,5084
25,SS,1423,93411.79
25,SS,7688,2112851.19
25,SS,1433,217108.7
25,SS,1385,165073.13
25,SS,1375,116893.1
25,SS,1235,1234
25,SS,1470,101972.55
25,SS,1565,93388.91
25,SS,1830,126042.96
25,SS,1444,42332
25,SS,1495,176162.7
25,MM,2417,247928.51
25,MM,4380,608422.55
25,MM,5154,1130735.93
25,MM,3044,263509.04
25,MM,2326,94649.04
25,MM,3557,314432.01
25,MM,2440,172728.52
25,MM,6822,1964345.47
26,GG,1340,254733.1
26,GG,1239,1944
26,GG,1321,33408.67
26,GG,1627,101176.97
26,GG,1318,49039
26,JJ,1499,1540837.95
26,JJ,2019,785103.87
26,JJ,1487,849898.1
26,JJ,1271,61298
26,JJ,1635,583234.93
26,JJ,4954,284780.53
26,JJ,5046,557250.14
26,JJ,4628,180974.87
26,JJ,4229,520652.19
26,JJ,2063,106225.31
26,JJ,1976,45469.07
26,JJ,1244,5980.04
26,JJ,3401,1409622.96
26,JJ,1515,480074.73
26,JJ,2721,598989.24
26,JJ,2158,201923.83
26,JJ,1901,407143.54
26,JJ,1463,59285.65
26,SS,1922,82021.29
26,SS,2380,146464.15
26,SS,2657,293900.82
26,SS,2692,338640.88
26,SS,1262,10828.3
26,SS,1540,61127.31
26,SS,2201,266134.35
26,SS,1238,1662
26,SS,1359,46446.48
26,SS,8442,1812541.23
26,SS,1576,83818.64
26,SS,2508,205304.64
26,SS,1543,152579.25
26,SS,2823,352827.42
26,SS,2828,383463.68
26,SS,2023,702954.4
26,SS,1674,289948.01
26,SS,1580,423289.98
26,SS,1355,674347.6
26,SS,1413,34429.05
26,SS,1622,96323.61
26,SS,2044,118733.53
26,SS,2360,261591.54
26,SS,1845,89154.26
26,SS,2236,250782.42
26,SS,4195,393273.14
26,SS,2320,174406.98
26,MM,3590,375369.28
26,MM,3032,232099.25
26,MM,9629,1028465.78
26,MM,1582,27102.26
27,GG,1341,142246.5
27,GG,1258,31332.3
27,GG,1258,80740
27,GG,1303,144268.8
27,GG,1402,215706.65
27,GG,1235,1319.1
27,GG,1466,265483.74
27,JJ,1648,251991.15
27,JJ,3034,633100.02
27,JJ,2262,739709.65
27,JJ,1246,10864.55
27,JJ,3693,415980.82
27,JJ,3549,303941.19
27,JJ,2995,393200.19
27,JJ,3948,405387.05
27,JJ,3721,160173.07
27,JJ,3127,432075.85
27,JJ,2927,408061.84
27,JJ,1236,1328.96
27,JJ,2296,375182.88
27,JJ,2729,955454.22
27,JJ,2549,347694.04
27,JJ,1611,260584.41
27,SS,1274,9484.9
27,SS,3265,270795.46
27,SS,3720,304467.25
27,SS,2561,237839.31
27,SS,4162,242486.15
27,SS,1927,86109.02
27,SS,2808,338151.85
27,SS,2755,253205.58
27,SS,1345,20519.36
27,SS,1257,6892.33
27,SS,2695,213255.32
27,SS,1627,3877342.44
27,SS,1328,173222.23
27,SS,2202,382760.25
27,SS,2231,265504.34
27,SS,1376,76679.12
27,SS,1790,106083.61
27,SS,3260,780019.97
27,SS,1844,491270.6
27,SS,6464,1198090.55
27,SS,1235,1538
27,SS,1431,98241.07
27,SS,7671,1959307.11
27,SS,1409,201492.43
27,SS,1366,91249.65
27,SS,1367,86645.9
27,SS,1482,98356.7
27,SS,1557,85159.49
27,SS,1786,251912.22
27,SS,1440,37569.06
27,SS,1496,188221.78
27,MM,2432,244066.47
27,MM,4642,645026.4
27,MM,5280,977903.8
27,MM,3110,269399.46
27,MM,2295,87942.37
27,MM,3660,276657.71
27,MM,2723,222756.79
27,MM,6363,1668483.66
28,GG,1235,1292
28,GG,1303,143045.2
28,GG,1249,2114
28,GG,1299,18754.36
28,GG,1567,81243.26
28,GG,1316,40752
28,JJ,1507,1625113.44
28,JJ,2223,905261.89
28,JJ,1488,829553.51
28,JJ,1292,236164.31
28,JJ,1692,684087.34
28,JJ,4813,309858.61
28,JJ,4421,581258.72
28,JJ,4479,280301.74
28,JJ,3915,760935.68
28,JJ,1985,94129.19
28,JJ,1979,54026.69
28,JJ,1252,10299.8
28,JJ,3405,1520240.39
28,JJ,1546,478093.33
28,JJ,2638,537738.7
28,JJ,2326,331792.2
28,JJ,1868,334397.36
28,JJ,1436,29259.42
28,SS,1823,103561.01
28,SS,2413,235780.36
28,SS,2724,290578.87
28,SS,2676,367268.86
28,SS,1263,13111.4
28,SS,1235,1439.2
28,SS,1560,71645.49
28,SS,2235,256732.87
28,SS,1235,1410
28,SS,1373,48240.11
28,SS,1235,2182
28,SS,8488,2397364.89
28,SS,1588,78057.95
28,SS,2410,190957.59
28,SS,1522,160677.97
28,SS,2633,367130.87
28,SS,2334,268564.33
28,SS,1921,577412.92
28,SS,1772,250546.24
28,SS,1489,297070.79
28,SS,1318,523119.2
28,SS,1399,28863.13
28,SS,1556,103774.64
28,SS,2003,128943.24
28,SS,2169,322211.87
28,SS,1790,86091.92
28,SS,2170,346099.03
28,SS,4113,591254.84
28,SS,2132,131476.11
28,MM,3112,299608.43
28,MM,2838,198016.45
28,MM,8720,1341966.66
28,MM,1585,25796.64
28,MM,1236,1631
29,GG,1354,250709.88
29,GG,1258,44393.5
29,GG,1262,77800.5
29,GG,1302,108892.85
29,GG,1371,152434.25
29,GG,1461,247240.05
29,JJ,1643,202438.11
29,JJ,3326,651995.94
29,JJ,2109,464635.21
29,JJ,1314,574936.17
29,JJ,3540,397961.02
29,JJ,3785,326656.5
29,JJ,3039,769909.36
29,JJ,3834,373605.4
29,JJ,3520,163874.86
29,JJ,3208,330584.32
29,JJ,2956,434661.4
29,JJ,1235,1434
29,JJ,2422,747556.09
29,JJ,2637,825486.15
29,JJ,2309,303874.66
29,JJ,1639,393770.52
29,SS,1265,8330
29,SS,3278,370056.94
29,SS,3325,362126.11
29,SS,2566,244281.6
29,SS,3875,282295.67
29,SS,1811,68773.07
29,SS,2610,298241.25
29,SS,2792,281751.22
29,SS,1346,17665.1
29,SS,1253,5056.24
29,SS,2786,207370.31
29,SS,1650,2755586.3
29,SS,1322,228852.5
29,SS,2145,527973.7
29,SS,2139,366187.01
29,SS,1385,274275.05
29,SS,1695,98264.86
29,SS,3024,765375.65
29,SS,1869,618067.73
29,SS,5806,1143850.33
29,SS,1431,82013.45
29,SS,7197,2299379.35
29,SS,1389,196766.82
29,SS,1405,228185.14
29,SS,1377,100899.6
29,SS,1472,79668.3
29,SS,1484,118213.54
29,SS,1654,129021.39
29,SS,1388,32997.53
29,SS,1454,163700.6
29,MM,2123,269160.35
29,MM,4148,535077.99
29,MM,5722,1334464.43
29,MM,3097,305572.24
29,MM,2257,87111.31
29,MM,3617,262361.43
29,MM,2546,175804.08
29,MM,5373,1390923.7
30,GG,1282,103285.8
30,GG,1242,1388
30,GG,1304,25224.03
30,GG,1551,75514.65
30,GG,1336,42851
30,JJ,1559,2870008.51
30,JJ,2326,1376197.71
30,JJ,1425,638335.95
30,JJ,1294,175785.02
30,JJ,1714,689357.11
30,JJ,4743,359554.41
30,JJ,4152,485891.35
30,JJ,4326,184528.51
30,JJ,3635,448372.22
30,JJ,1944,96032.15
30,JJ,1943,49195.22
30,JJ,1242,4456
30,JJ,3586,1287898.57
30,JJ,1569,398039.58
30,JJ,2795,558283.29
30,JJ,2478,637118.15
30,JJ,1235,1273.8
30,JJ,1883,335597.12
30,JJ,1448,55209.15
30,SS,1874,105628.1
30,SS,2382,219210.5
30,SS,2841,371630.09
30,SS,2756,361271.04
30,SS,1267,9124.57
30,SS,1557,76802.05
30,SS,2251,408278.86
30,SS,1323,36945.19
30,SS,8336,2395798.6
30,SS,1514,57341.45
30,SS,2286,212394.52
30,SS,1465,120258.7
30,SS,2585,305894.49
30,SS,2342,311188.48
30,SS,1868,475224.39
30,SS,1722,438057.94
30,SS,1452,277458.2
30,SS,1348,764452.86
30,SS,1442,31747.29
30,SS,1541,78382.14
30,SS,2017,126841.51
30,SS,2141,312987.31
30,SS,1809,380698.91
30,SS,2126,388451.56
30,SS,4354,604194.98
30,SS,2101,129947.23
30,MM,2972,265052.92
30,MM,2770,220645.94
30,MM,8978,1338293.29
30,MM,1530,43065.01
31,OTHER,1235,1363
31,GG,1338,119968.1
31,GG,1262,45614.26
31,GG,1259,81902.2
31,GG,1279,130774.6
31,GG,1360,135036.2
31,GG,1236,1339.39
31,GG,1466,238186.44
31,JJ,1665,324908.85
31,JJ,3024,641548.53
31,JJ,2063,427731.72
31,JJ,1389,662749.95
31,JJ,3503,367642.81
31,JJ,3552,298535.16
31,JJ,2938,484521.52
31,JJ,3960,356874.39
31,JJ,3625,193090.15
31,JJ,3218,305038.5
31,JJ,2940,502834.61
31,JJ,1237,1827.6
31,JJ,2708,580903.18
31,JJ,2454,684783
31,JJ,2297,317852.04
31,JJ,1685,459413.59
31,SS,1270,9759.8
31,SS,3283,532764.76
31,SS,3336,506586.16
31,SS,2453,212671.55
31,SS,3759,203407.74
31,SS,1786,65065.92
31,SS,2656,401490.43
31,SS,2863,247509.46
31,SS,1331,15678.64
31,SS,1254,4486.63
31,SS,2539,200500.14
31,SS,1598,8289188.8
31,SS,1313,164532.25
31,SS,2232,540860.87
31,SS,2165,321382.85
31,SS,1353,41633.21
31,SS,1749,98896.52
31,SS,3020,811102.42
31,SS,1805,754827.9
31,SS,5403,1064411.34
31,SS,1236,2115.26
31,SS,1403,66060.02
31,SS,6898,1882941.93
31,SS,1383,177166.9
31,SS,1392,207412.05
31,SS,1342,94296.92
31,SS,1455,85771.5
31,SS,1488,56075.98
31,SS,1689,150189.94
31,SS,1389,29747.55
31,SS,1447,162760.78
31,MM,2041,205579.27
31,MM,3838,487951.99
31,MM,4892,848834.89
31,MM,2727,211830.54
31,MM,2303,94313.69
31,MM,3263,224914.66
31,MM,2417,165831.9
31,MM,4866,1300774.26
32,GG,1235,1371
32,GG,1281,102365.1
32,GG,1245,1776
32,GG,1308,18898.06
32,GG,1544,73760.23
32,GG,1370,59865
32,JJ,1572,2656363.15
32,JJ,2278,1305953.18
32,JJ,1431,656063.54
32,JJ,1302,527252.04
32,JJ,1849,814708.35
32,JJ,4679,325488
32,JJ,4009,368551.51
32,JJ,4354,416999.44
32,JJ,3654,462923.73
32,JJ,1982,108592.43
32,JJ,1914,44476.07
32,JJ,1253,8183.93
32,JJ,3122,1133241.64
32,JJ,1539,491182.02
32,JJ,2581,573895.95
32,JJ,2440,448670.29
32,JJ,1848,451926.14
32,JJ,1440,40278.77
32,SS,1861,194853.54
32,SS,2204,123690.98
32,SS,2613,279799.28
32,SS,2689,355094.09
32,SS,1257,11598.77
32,SS,1235,1431.4
32,SS,1543,61763.12
32,SS,2260,210533.89
32,SS,1236,1434
32,SS,1359,41989.07
32,SS,7919,2747780.87
32,SS,1497,68366.1
32,SS,2227,188748.69
32,SS,1503,252172.35
32,SS,2576,410719.23
32,SS,2283,292720.66
32,SS,1827,513519.33
32,SS,1702,444873.86
32,SS,1460,305090.76
32,SS,1311,436786
32,SS,1447,38295.37
32,SS,1496,68798.92
32,SS,1996,119590.92
32,SS,2124,330116.27
32,SS,1721,103058.7
32,SS,2107,223685.78
32,SS,4240,743809.45
32,SS,2068,126174.63
32,MM,3169,311619.41
32,MM,2817,265139.49
32,MM,8679,1737197.48
32,MM,1532,22834.68
33,OTHER,1236,1492
33,GG,1375,141686.66
33,GG,1265,51496.92
33,GG,1272,70658.4
33,GG,1301,162050.5
33,GG,1392,192207.45
33,GG,1446,241293.92
33,JJ,1653,494359.2
33,JJ,2910,618105.1
33,JJ,2308,875673.09
33,JJ,1352,276342.67
33,JJ,3405,476170.79
33,JJ,3581,289937.51
33,JJ,2802,1316697.03
33,JJ,3988,450941.2
33,JJ,4023,214312.58
33,JJ,3249,727901.01
33,JJ,2993,540684.17
33,JJ,1235,1334
33,JJ,2715,766650.25
33,JJ,2853,1158316.68
33,JJ,2608,435321.81
33,JJ,1691,1095167.98
33,SS,1273,8531.8
33,SS,3390,357196.45
33,SS,3235,491401.12
33,SS,2453,216571.68
33,SS,3957,268335.8
33,SS,1768,66116.29
33,SS,2397,462490.9
33,SS,2683,334700.47
33,SS,1376,28101.96
33,SS,1259,5034.38
33,SS,2547,204786.73
33,SS,1523,669176.41
33,SS,1340,658512.55
33,SS,2305,1861782.61
33,SS,2065,571622.63
33,SS,1353,52125.07
33,SS,1801,112420.73
33,SS,3382,834161.45
33,SS,1878,700946.64
33,SS,5073,1006723.45
33,SS,1235,1552.9
33,SS,1413,87951.07
33,SS,6676,1925893.84
33,SS,1380,150856.8
33,SS,1389,187757.89
33,SS,1358,101423.4
33,SS,1456,131332.12
33,SS,1509,90994.41
33,SS,1653,275884.38
33,SS,1385,27644.92
33,SS,1459,172347.24
33,MM,4366,810278.08
33,MM,3883,510270.47
33,MM,4938,10901234
33,MM,2634,222213.06
33,MM,2138,102826.67
33,MM,3312,251511.75
33,MM,2491,179853.21
33,MM,4930,1421151.8
34,GG,1287,105915.7
34,GG,1245,1586
34,GG,1289,15886.89
34,GG,1562,80288.09
34,GG,1316,41010
34,JJ,1464,3496793.2
34,JJ,2147,899986.16
34,JJ,1437,754474.43
34,JJ,1340,210380.3
34,JJ,1645,682299.8
34,JJ,4553,254604.01
34,JJ,4162,560484.2
34,JJ,4351,206521.04
34,JJ,3650,470173.04
34,JJ,2087,140256.57
34,JJ,1917,57512.32
34,JJ,1241,3823.8
34,JJ,3216,1363375.9
34,JJ,1619,622206.85
34,JJ,2456,458360.37
34,JJ,2510,567330.25
34,JJ,1863,392739.36
34,JJ,1442,47076.84
34,SS,1796,134528.49
34,SS,2086,245202.76
34,SS,2685,325209.19
34,SS,2286,256171.14
34,SS,1301,22768.2
34,SS,1238,2150.4
34,SS,1543,47267.39
34,SS,2212,403852.96
34,SS,1327,31737.37
34,SS,1237,34790
34,SS,7266,2366396.06
34,SS,1485,63740.31
34,SS,2306,217226.85
34,SS,1531,244125.44
34,SS,2499,272086.78
34,SS,2137,224789.48
34,SS,1804,546254.96
34,SS,1610,219461.16
34,SS,1438,234388.89
34,SS,1290,232649.1
34,SS,1398,71729.47
34,SS,1504,83281.69
34,SS,1896,110715.36
34,SS,2154,222386.64
34,SS,1730,76909.85
34,SS,2066,211963.23
34,SS,3754,496442.73
34,SS,2190,148080.35
34,MM,3003,273135.27
34,MM,2498,169721.1
34,MM,7499,1149516.92
34,MM,1507,20479.91
35,GG,1332,118136.89
35,GG,1256,36475.64
35,GG,1255,59820.2
35,GG,1268,94951.7
35,GG,1352,124272.25
35,GG,1235,1284.08
35,GG,1397,168222.58
35,JJ,1535,606577.89
35,JJ,2544,432662.97
35,JJ,1977,447957.57
35,JJ,1363,666052.7
35,JJ,3075,342804.45
35,JJ,3277,263593.95
35,JJ,2511,239556.34
35,JJ,3882,352860.37
35,JJ,3338,162382.67
35,JJ,2917,528846.52
35,JJ,2561,453891.94
35,JJ,2384,303928.97
35,JJ,2330,633345.25
35,JJ,2289,304842.73
35,JJ,1581,3460598.83
35,SS,1255,6098.9
35,SS,2816,520847.38
35,SS,2894,561108.39
35,SS,2247,188431.35
35,SS,3360,169974.06
35,SS,1703,60074.85
35,SS,2250,687723.33
35,SS,2410,237253.96
35,SS,1322,15052.12
35,SS,1254,4232.06
35,SS,2228,180469.81
35,SS,1459,1023934.31
35,SS,1345,513320.8
35,SS,1926,689073.94
35,SS,1934,235640.83
35,SS,1341,34837.21
35,SS,1741,122129.13
35,SS,2969,633306.3
35,SS,1758,335412.93
35,SS,4327,824797.59
35,SS,1235,1463.4
35,SS,1406,62224.12
35,SS,6013,1653856.27
35,SS,1379,195134.5
35,SS,1369,158939.1
35,SS,1319,73241.23
35,SS,1456,54260.12
35,SS,1434,54323.72
35,SS,1539,186772.99
35,SS,1363,23240.91
35,SS,1393,109171.44
35,MM,2247,231566.87
35,MM,3460,409310.54
35,MM,4056,898841.24
35,MM,2355,156136.71
35,MM,2018,83554.11
35,MM,2896,178360.23
35,MM,2205,139177.53
35,MM,4161,1012939.39
36,GG,1273,76140.9
36,GG,1235,1272
36,GG,1277,24415.2
36,GG,1506,77811.04
36,GG,1302,37055
36,JJ,1461,3642678.99
36,JJ,1849,785137.41
36,JJ,1380,380770.85
36,JJ,1294,224819.15
36,JJ,1549,528529
36,JJ,4079,213226.94
36,JJ,3758,416805.78
36,JJ,3803,181183.81
36,JJ,3293,412788.2
36,JJ,2119,141635.05
36,JJ,1819,40289.11
36,JJ,1236,1652.69
36,JJ,2897,1173883.87
36,JJ,1481,469329.3
36,JJ,2233,374774.07
36,JJ,2180,217772.1
36,JJ,1706,305403.11
36,JJ,1398,39257.65
36,SS,1661,86633.88
36,SS,1945,106808.63
36,SS,2308,189528.91
36,SS,2035,191296.84
36,SS,1273,14073.2
36,SS,1481,38405.31
36,SS,2102,635112.76
36,SS,1336,36142.05
36,SS,6506,1561828.85
36,SS,1446,79374.47
36,SS,2176,168407.31
36,SS,1465,207581.12
36,SS,2281,216324.17
36,SS,2194,262713.05
36,SS,1747,536526.85
36,SS,1508,244779.02
36,SS,1425,221439.26
36,SS,1315,398483.4
36,SS,1377,109361.95
36,SS,1457,323297.78
36,SS,1815,177591.65
36,SS,2052,214251.91
36,SS,1705,67290.47
36,SS,1912,167656.79
36,SS,3344,536828.72
36,SS,2091,127241.94
36,MM,3163,1070216.55
36,MM,2432,217059.34
36,MM,6405,764223.66
36,MM,1504,19769.13
37,OTHER,1237,1611
37,GG,1340,117879.84
37,GG,1257,38417.44
37,GG,1249,32030.2
37,GG,1263,43696.4
37,GG,1310,93375.75
37,GG,1237,1372.55
37,GG,1424,181966.02
37,JJ,1449,646133.55
37,JJ,2342,419903.84
37,JJ,1897,305188.19
37,JJ,1310,402869.16
37,JJ,2945,344207.53
37,JJ,2875,210227.69
37,JJ,2511,431882.54
37,JJ,3391,250955.21
37,JJ,3071,135889.96
37,JJ,2620,214312.37
37,JJ,2429,325742.86
37,JJ,1236,1434
37,JJ,2089,277651.46
37,JJ,2348,885621.23
37,JJ,2291,343810.53
37,JJ,1521,716468.24
37,SS,1254,6113
37,SS,2715,328362.46
37,SS,2741,472682.76
37,SS,2103,157930.8
37,SS,3420,166124
37,SS,1673,53826.23
37,SS,1988,464867.17
37,SS,2358,509726.22
37,SS,1301,13044.25
